Unnamed: 0_level_0,VECPAC_3307_290124,VECPAC_3319_290124,VECPAC_3329_290124,VECPAC_3336_290124,VECPAC_3337_290124,VECPAC_3354_290124,VECPAC_3371_290124,VECPAC3302_260124,VECPAC3353_260124,VECPAC3369_260124,VECPAC3673_250124,VECPAC3674_250124,VECPAC3675_250124,VECPAC3677_250124,VECPAC3678_250124,VECPAC3679_250124,VECPAC3680_250124,VECPAC3688_260124,VECPAC3697_260124
"androst1-2,4,6,16-tetraene-3,6,17-triol",-0.22291322,,,-0.22287508,-0.22291844,-0.22291444,-0.22144145,-0.2229126,-0.22290467,,-0.22291697,-0.2229215,,-0.22294038,,-0.22291705,-0.222935,,-0.22293205
Arabinaric acid,,,0.9324287286,,,,-0.4323295947,,,,,,,,,,,,
"Arabinofuranose, 1,2,3,5-tetrakis-O-",,,-0.40072034,-0.47818307,,,,,,,,,,,,,,,
"Arabinonic acid, 2,3,5-tris-O-(trimethylsilyl)-, gamma-lactone",-0.24382702,-0.22337641,-0.23228543,-0.19317427,-0.25075416,-0.24544609,-0.25895704,-0.24299302,-0.23246438,-0.24220691,-0.24880484,-0.25481801,3.13803384,-0.27988987,-0.26503806,2.1641501,2.612297,-0.23747096,-0.26883349
Arachidonic acid,,,,,,,,,,,,,-0.251826309,,,-0.251627429,-0.251698189,,
Arsenous acid,-0.55819943,-0.55699235,-0.55751819,-0.55520969,-0.55860829,-0.08910558,-0.55909246,-0.5581502,-0.55752876,2.52395847,,-0.09865592,1.71137726,-0.56032801,1.66918405,-0.55849923,0.3454102,-0.55782426,
Aspartic acid,,,,,,0.55000969,,,,-0.41759136,,-0.42356072,-0.43168205,,0.66203379,,-0.43205035,,
Atrazine desethyl,-0.52027896,-0.5805959,-0.49793572,,-0.58059665,-0.4341413,-0.55731818,2.73083176,1.80765069,,-0.37042535,,,-0.28252402,0.09889244,,,0.93564396,
Azatadine,1.343487868,,0.31269891,0.144485459,,0.630356014,0.4482342,0.526358571,0.684135593,0.162634072,-0.199867791,0.577414838,0.514127008,0.445787519,-0.06551779,0.856739086,0.247635089,0.215813446,0.277838742
"Azetidine, 1-acetyl-2-methyl-",-0.20511022,-0.14984073,-0.19811926,-0.19780704,-0.19857685,-0.2051108,-0.20511563,-0.19872532,-0.20510616,-0.20013285,-0.205112,-0.20511415,-0.20512028,-0.19690791,-0.19129134,-0.19936063,-0.20512056,-0.20368138,-0.19715067
"Aziridine, 1-(2-buten-2-yl)-",,0.14263611,-0.50781185,1.31906906,0.65703578,,,0.62447572,,-0.50841192,,,,2.9411268,1.78554074,-0.50881711,,-0.50812548,-0.51002234
"Benzaldehyde, 2,5-dimethyl-",-0.52491474,-0.52490185,,-0.52490084,-0.52487051,-0.52480502,,-0.52487514,,,-0.52482992,,-0.52489642,-0.52490164,-0.52490009,,,,
"Benzene, 1-acetoxy-2,6-dimethoxy-4-(2-propenyl)-",,-0.4348066,,-0.4185896,-0.4495071,-0.4466569,-0.4539116,-0.4453397,,-0.4449176,1.3624587,,-0.4609018,3.4475805,2.3099296,-0.4485149,,-0.4423747,
"Benzene, 1,1'-(1,2-cyclobutanediyl)bis-",,,-0.2775662,,,,,,,,-0.28524619,,,0.21722092,1.48817244,,0.31793399,,-0.92998139
"Benzene, 1,3-bis(1,1-dimethylethyl)-",-0.20523921,-0.3012982,-0.06577148,-0.13250873,-0.36508362,-0.29904321,-0.17956953,-0.38905459,-0.29892128,-0.12443898,-0.35233195,-0.39355273,-0.28518305,-0.30287382,-0.28739622,-0.26942889,-0.32045473,-0.41126815,-0.32930425
"Benzene, 3-cyclohexen-1-yl-",0.43583675,-0.80155855,2.37268631,3.29160106,0.50876464,-0.8022716,-0.80270813,0.44117007,0.37112549,-0.80216695,2.18726964,-0.60186608,1.77299716,1.74451467,0.52392827,0.6869817,1.42093072,-0.80201393,0.70478789
"Benzene, 4-ethenyl-1,2-dimethoxy-",-0.68936255,,0.740022787,-0.940480023,-0.941180427,,,0.469210166,0.523674563,,2.657814299,1.531580295,0.784799881,1.219050209,1.540798886,-0.941157949,1.245403488,,0.149857335
Benzeneacetamide,2.037347243,,-0.61593241,,,-0.616170591,-0.616415113,2.179604919,1.527178943,-0.616111969,0.095427432,-0.616340205,0.666531987,-0.616793956,-0.616525167,,-0.616664801,-0.616026257,2.869719103
Benzeneacetic acid,-0.63287715,,,,,,,-0.54215569,-0.38364879,,-0.55119636,,-0.3804448,,,,,,-0.60889724
"Benzeneethanamine, N-[(pentafluorophenyl)methylene]-4-[(trimethylsilyl)oxy]-",0.17244831,1.34390804,0.62549178,4.79291356,-0.60857961,0.17251857,-0.26734919,0.37297003,-0.05728998,-0.36273531,0.22061211,-0.77094964,-0.82216771,-0.82286068,0.88830946,0.77907733,0.56752735,-0.81914661,0.43779067
"Benzenemethanamine, 2,3-dimethoxy-",1.62020399,2.07994746,1.08723795,2.26293357,1.28804038,1.29027491,1.24249339,0.44100999,-0.54364925,-0.89923315,1.02749073,-0.62753686,,,0.83992906,1.37995042,0.80559627,,-0.89628102
"Benzenepropanoic acid, 3,5-bis(1,1-dimethylethyl)-4-hydroxy-",-0.407631953,-0.403769055,-0.405451872,-0.398064199,-0.408940413,-0.407937777,-0.410489848,-0.407474419,-0.405485674,1.517031169,-0.408572207,1.656282207,-0.412948875,1.770730495,2.989555476,-0.408591377,1.192171819,1.572551738,1.204636594
Benzenepropanoic acid,,,,,,,,,,0.167981974,,0.105151225,,1.070829857,0.555956632,,0.008134131,0.797051124,-0.204006392
"Benzimidazole, 5-trifluoromethyl-2-methyl-",0.5893756,1.539758,0.8632402,2.248822,1.02626,0.273917,0.05371005,0.2546047,0.2560357,0.2270273,0.02028939,-0.06245451,-0.2614377,-0.2950394,-0.106805,0.0962567,-0.1853806,0.3937844,0.2068589
"Benzo[b]fluorene, 5-amino-7-methyl-1,2,3,4,6,7,8,9-octahydro-11-thia-10-aza-",2.747445768,-0.724937491,0.100171355,-0.724359385,-0.725461535,1.93894556,1.187843623,-0.725312978,1.529430576,-0.72529793,-0.725424223,0.962279308,1.017576295,-0.726019229,2.197295423,0.115256019,0.552628268,2.540122694,1.610771561
"Benzoic acid, methyl ester",-0.11868494,,-0.276783953,,,-0.613418491,-0.614287485,,1.09054733,,,-0.614021271,-0.615124796,,-0.205351923,-0.613641045,-0.129472312,-0.009124583,0.904893864
"Benzoic acid, pentadecyl ester",0.2876972891,0.5655589776,0.6352370803,0.8179608731,0.0186295234,,,-0.0220453835,0.345094408,0.177461921,0.4092868709,,,-0.6538460111,-0.4553842098,,-0.5832507438,0.0399994531,0.0002056592
Benzoic Acid,-0.48339037,1.38967673,1.74053507,2.45714544,-0.48449366,-0.48364824,-0.48580014,-0.48325754,-0.31732043,-0.03561191,-0.48418319,-0.33354256,-0.36617121,-0.37433612,-0.48676867,-0.33135101,-0.32443386,-0.48237804,-0.48737317
Benzoin,,0.43381801,-0.077128,0.23351323,,,,,3.19497779,1.82506417,,-0.04084481,0.31890982,0.24172107,,0.11840978,-0.14012307,,
Benzophenone,,0.968347738,0.305747742,0.935777151,-0.127146612,0.246982922,0.777215995,0.523440258,0.6139665,1.198927837,0.231877498,0.438448385,0.113221516,0.210335995,0.415061076,0.712808278,0.157281602,,0.361068515
Benzyl alcohol,0.86509782,1.19996087,0.4482645,1.77224457,0.76223056,0.69915925,0.37192759,0.75715152,0.82611045,0.82908263,0.392327,0.62831237,0.31546877,0.10882115,0.44313117,1.07384593,0.35371901,0.99695162,0.55612465
"beta-d-Fructopyranose, 1-deoxy-1-(4-morpholinyl)-2,3,4,5-tetrakis-O-(trimethylsilyl)-",-0.254325066,-0.260310133,-0.260375018,-0.147120631,-0.260509525,-0.260470867,-0.260569267,-0.254628335,-0.260376321,-0.260447276,-0.254925939,-0.260539122,-0.26066408,-0.260721721,-0.260613555,-0.260496068,-0.257617103,-0.260412784,-0.254878201
"beta-D-Galactofuranose, 1,2,3,5,6-pentakis-O-(trimethylsilyl)-",0.091898436,,,-0.1666996488,,,,-0.0814802565,,,0.3244722521,,,,,,-0.0441063458,,-0.1115327688
beta-D-Glucopyranose,-0.40484129,,-0.40484097,-0.40484129,,-0.40484121,-0.40484125,-0.40484129,-0.40484129,-0.40484129,-0.4048413,-0.40484118,-0.4048413,-0.4048413,-0.4048413,-0.4048413,-0.40484127,-0.40484129,-0.40484018
beta-Hydroxypyruvic acid,,,-0.229197676,,,0.086952348,0.02736372,,,,,-0.104868137,,,,,0.248475381,,-0.247132287
beta-Lyxopyranose,-0.3775945,-0.3475426,-0.3773765,-0.3463013,-0.3777253,-0.3476113,-0.33631,-0.3775787,-0.3773799,-0.3775639,-0.3505049,-0.3608358,-0.3609364,-0.3782754,-0.360398,-0.3613412,-0.370226,,-0.3780666
beta-Methylphenethylamine,,-0.2370121429,,-0.2631932881,,-0.1849623639,-0.2638826196,,,,-0.2370318907,-0.263839247,-0.211489943,,-0.2256493731,-0.2294299767,-0.2429525467,-0.2331143412,
5-Hydroxyhexanoic acid,0.053136648,-0.191508373,,,,-0.24455025,,,-0.134557504,-0.176895939,0.092848401,,-0.128450529,,-0.004308449,0.224585861,0.061296071,-0.200496517,
Bis(trimethylsilyl)acetylene,0.15271852,0.25304577,-0.19182145,3.31886133,1.8479243,0.40907039,-0.01538855,0.73217119,0.52082926,0.24399723,-0.04034975,0.21451977,0.21541859,0.52928558,0.66617488,0.43727538,0.06158796,-0.70054048,-0.01135027
Bis(trimethylsilyl)histidine,-0.0016089341,-0.0674902819,-0.347703246,-0.2474360734,-0.0565185722,-0.2670107459,-0.4368825039,-0.3329118202,-0.2907978237,-0.4359816384,-0.2628061973,-0.3173292222,-0.3263160523,-0.3042223549,-0.2425955454,-0.3510193526,-0.3471037174,-0.2009499877,-0.4374136848
Boric acid,1.574428214,1.565586258,0.254143059,1.922717282,0.648248696,1.171841747,,-0.457024731,-0.119801001,,1.546499277,1.06013433,1.281146942,0.776335267,0.741734499,1.738734124,-1.104102451,-0.293604432,
"Butanal, 2,3,4-tris[(trimethylsilyl)oxy]-, O-methyloxime, [R-(R*,R*)]-",0.88249856,-0.36253093,-0.36510742,-0.35379646,-0.08110978,-0.36891349,-0.37282086,-0.36820406,-0.36515918,-0.36797672,-0.36988484,-0.37162385,-0.37658577,-0.37887464,-0.37457949,0.11114245,-0.3768108,-0.36660708,-0.37567713
Butanedioic acid,-0.698963105,,,,1.285614998,,,,,,,,,,,-0.316988813,,,
"Butanoic acid, 2-methyl-3-[(trimethylsilyl)oxy]-",-0.7891628,-0.78371043,0.35819556,1.05016393,0.48475073,-0.78959446,-0.79319665,0.7528686,0.24144861,-0.78873086,-0.79048995,0.40113304,0.21838276,0.173931,-0.79481792,-0.790517,-0.79687494,-0.7874682,0.34870497
"Butanoic acid, 2,4-bis[(trimethylsilyl)oxy]-",,,-0.16669988,-0.16661887,-0.16668618,,,-0.16670591,-0.16670856,,,-0.16670411,-0.16669743,-0.1667219,,,,,-0.16670598
Butylated Hydroxytoluene,1.634947564,1.130185017,2.128061099,1.833667954,0.675938572,0.798924682,-1.59563099,0.856457983,-1.55811966,1.474390266,0.213875294,0.40302197,-0.263168003,-0.301618894,-0.157538869,0.04249825,-0.128833569,0.598281361,0.194913366
Butylmethylamine,-0.66716418,-0.65797718,2.21627407,-0.64440952,1.78477684,-0.66789151,,1.22719388,-0.66205976,-0.66643638,1.01533473,-0.67210164,-0.67980923,-0.68336463,1.36312002,2.06228652,-0.68015877,2.81051932,0.93569769
Butyrovanillone,,,0.40211291,,0.70725001,,,0.70328682,,,-0.57922509,,,,0.61798995,0.68656841,,-0.56406489,0.4794413
Cadaverine,-0.33205562,-0.33205441,-0.33205562,,-0.33205562,,-0.33205562,-0.33205562,,-0.33205562,,-0.33205562,,-0.33205563,-0.33205461,-0.33205562,,,-0.33205342
Campesterol,,-0.006490669,,,,,,,-0.363546444,,,,,,0.008338114,,-0.352547495,,-0.639329244
"Carbonic acid, eicosyl vinyl ester ",-0.522102058,-0.598576686,0.336192848,0.759963465,0.298854003,0.128017956,0.325393392,0.29716825,-0.535575442,0.179387772,-0.572190405,-0.515569443,0.116289851,0.017130857,0.802958697,1.021056453,0.193019488,0.256174563,-0.485258926
"Carbonic diamide, N,N'-dibutyl-N'-methyl-",-0.34744783,0.12417009,-0.33890416,-0.30995209,-0.35257565,-0.34864635,-0.35864784,-0.34683047,-0.33903663,-0.34624855,-0.35113266,-0.35558392,-0.3682847,-0.37414338,-0.36314932,-0.35120779,-0.36886067,-0.34274275,-0.36595889
Carfentrazone-ethyl,,-0.44088745,,,,,,,,,,,,,,,,,
"Cephalotaxine, 3-deoxy-3,11-epoxy-, (3alpha,11alpha)-",2.920968009,,,,,-0.280534249,,1.550452686,,-0.280450368,-0.280621226,-0.280776941,,,-0.281041596,,2.293758973,-0.280327727,-0.281139882
"Cetaben, N,O-bis(trimethylsilyl)-",-0.204913438,,,,,,-0.20524842,-0.204894973,,,,,,-0.205711878,,-0.205025895,-0.112748406,,
"Cholest-22-ene-21-ol, 3,5-dehydro-6-methoxy-, pivalate",,-0.23162112,,,-0.23162535,-0.23116842,,,,,,-0.23162598,,,,,-0.23162875,,
"Cholest-5-ene, 3-(1-oxobuthoxy)-",,,,-0.191138441,,-0.205108252,,-0.204452662,,,,,,,,-0.20603301,,-0.202976872,-0.211358608
"Cholest-7-en-3-ol, (3beta,5alpha)-",,,,,,,,,,0.4320725,,,,,,,,,
"Cholesta-2,4-diene",-0.17576413,-0.17576083,-0.17576227,-0.17575596,-0.17576525,-0.17576439,-0.17576657,-0.175764,1.62479963,-0.17576387,-0.17576493,-0.1757659,-0.17576867,,6.4661065,-0.17576495,-0.1757688,-0.17576311,
"Cholesta-3,5-dien-7-one",,,,,,,,,-0.22834824,,,,,,-0.22834824,,,,
"Cholesta-3,5-diene ",-0.30303661,,-0.292544604,-0.266359358,,,-0.333984588,0.289221159,,-0.317164994,-0.27194195,-0.28196009,,,-0.276044067,-0.270962322,-0.297705289,,0.055071832
"Cholesterol, pentafluoropropionate",-0.2232435,-0.22321886,-0.22322959,-0.22318248,-0.22325184,-0.22324545,,-0.22324249,-0.22322981,-0.22324155,-0.22324949,-0.22325674,-0.22327741,-0.22328694,-0.22326905,-0.22044209,-0.22327835,-0.22323584,-0.22327362
Cholesterol,,,,,,,,,,,,,,,,0.22636119,,,
Cinnamic acid,1.842318976,0.825414679,3.186812385,-0.617554935,1.459091906,-0.633138227,3.457838758,-0.632406917,0.005559876,0.485870201,-0.634139536,0.017015135,-0.641047153,-0.643406615,-0.638978988,0.044599418,-0.641279116,0.539401583,-0.640110484
cis-4-Trimethylsilyloxy-cyclohexyl(trimethylsilyl)carboxylate,-0.678301747,-0.671100863,0.417182908,,0.504539548,,-0.683629193,,0.426800084,-0.677731288,,-0.682171794,,,,1.054692917,,-0.676063707,
"cis-4,5-Dihydroxy-o-dithiane, 2O-",,,0.60972426,,-0.818592516,0.674632744,,,0.816100466,,0.49680338,,0.563812049,0.325402054,0.473168751,1.005071184,0.353411913,,0.473981213
Citric acid,-0.20846436,0.03148886,-0.43329454,-0.21438189,-0.16917353,-0.22694416,-0.43358198,-0.22396766,-0.19111617,-0.29144577,-0.19430221,-0.67585641,-0.24919718,-0.30617848,-0.28082751,-0.66692272,-0.47079761,-0.17460284,-0.39726875
Cyclo-(l-leucyl-l-phenylalanyl),0.66491954,-0.67136539,-0.67232273,-0.66811995,0.03299964,0.49646395,-0.67518878,0.82934578,-0.67234196,-0.67338886,1.81783468,,0.70246434,0.51056916,-0.67584223,0.69716713,-0.67667131,0.17247959,-0.67625008
Cyclo(L-prolyl-L-valine),-0.2901172,,,,-0.2794167,-0.3727857,,-0.3727856,,,-0.3727858,-0.372786,-0.3727867,-0.3038676,,-0.3727858,,-0.3727854,
cyclobutanecarboxylic acid,-0.463584947,-0.458841107,,-0.157964861,-0.465191804,,,,-0.460949204,-0.463209136,,,,-0.202980938,-0.271793162,,,,
Cyclobutanol,,,,1.077430755,,-0.005109114,,,,,,-0.413171869,-0.644502062,-0.645122246,0.075878178,0.489373298,0.15125775,,
Cyclohexanol,1.39145653,1.92088352,0.9179824,1.53072876,1.27070903,0.81679294,-0.41182079,0.7997429,,,0.06875375,0.0589503,,,0.0361855,1.04798651,-0.13425884,0.4419595,0.71435353
"Cyclohexanone, 3,3,5-trimethyl-",1.1871176,1.58361008,0.60612138,2.19956121,0.94228835,0.33118728,-0.58920182,0.08960855,-0.5662228,0.28165456,0.17533154,0.07345669,-0.15350363,-0.2764683,-0.0824524,0.28221773,-0.13357512,0.44177329,0.14637877
"Cyclohexene, 3-butyl-3-methyl-1-trimethylsilyloxy-",-0.15983182,-0.16061734,-0.16454439,-0.1597065,-0.1574348,-0.15805643,-0.1575051,-0.15737138,-0.15420487,-0.15256329,-0.1645842,-0.16459869,-0.16464003,-0.15951597,-0.15842542,-0.15685381,-0.16464191,-0.15745536,-0.15700425
"Cyclohexene, 3,3-dimethyl-1-(trimethylsilyloxy)-",-0.21095828,-0.21068525,,-0.21028203,-0.21105076,-0.2109799,0.07957367,-0.21094715,0.06359229,-0.21093665,,,,-0.21143975,0.78131577,-0.21102609,,-0.21087342,0.7245464
"Cyclopentaneacetic acid, 3-oxo-2-pentyl-",,,,,,,0.244268415,,-0.182217823,,,,,,0.125428581,,,,-0.25179162
"Cyclopentanone, 2,2,4-trimethyl-",-0.17008882,-0.17008841,-0.17008859,-0.16948685,-0.17008896,-0.17008885,-0.17008912,-0.16956805,-0.16999638,-0.17008879,-0.17008892,-0.1700793,-0.17008938,-0.17008953,-0.17008924,-0.16968989,-0.1697599,-0.16995007,-0.16960326
D-(-)-Citramalic acid,,,,2.6176491177,,,,1.4307876602,2.5432230645,,,1.1775179543,,,,1.7286404921,-0.6951546648,2.2743341426,-0.6918231567
"D-(-)-Fructofuranose, pentakis",0.868054555,-0.84858444,-0.263910327,0.55130625,1.492784244,1.294439147,1.757388552,1.091777792,0.508867472,,,-0.833165908,0.621323843,2.256892736,1.112639506,0.024762958,,0.509004622,
"D-(-)-Lyxose, tetrakis",2.70205719,1.45604337,1.76967445,1.95200479,1.06868153,-0.13135722,3.07105899,-0.01377913,1.81850157,1.28284355,2.86988988,1.19490239,1.48350585,1.01476605,1.45653585,-0.95466848,0.96679283,1.57131876,0.91996799
"D-(-)-Ribofuranose, tetrakis",0.27413892,0.3340764,-0.31200552,0.21050179,0.26166141,-0.40481384,0.31283979,0.06090027,0.23011224,0.1895138,-0.34832381,-0.25712971,-0.03046169,-0.04275662,0.24741495,,0.09693731,-0.38552264,-0.32533059
D-(+)-Glucosamine,-0.30853836,-0.30851083,-0.30852283,-0.30847018,-0.30854769,-0.30854054,-0.30365365,-0.30853724,-0.30852307,-0.30853618,-0.30854506,-0.30855316,-0.30857625,-0.30858691,-0.30856692,-0.3085452,-0.3085773,-0.30852981,-0.30857202
"D-(+)-Ribono-1,4-lactone (R,S,R)-",,,,,,,-0.223834672,,,,,,,,,,,,
"D-(+)-Talofuranose, pentakis",-0.142290805,,-0.224761686,,-0.169347277,-0.523870255,-0.170799139,-0.406414399,0.091572345,-0.134987539,-0.522589182,-0.118986733,-0.524391565,-0.438658611,-0.526995418,-0.124980834,,-0.159333596,-0.550461226
"D-(+)-Xylose, tetrakis",-0.20440515,-0.20421615,-0.20429848,-0.20393704,-0.20446916,-0.20442011,-0.20454497,-0.20439744,-0.20430014,-0.20439017,-0.20445115,-0.20450672,-0.20466528,-0.20473842,-0.20460117,-0.20445209,-0.20467247,-0.20434641,-0.20463624
D-Arabinose,,,,,,,,,,,,,,,,,,,
"D-Erythro-Pentofuranose, 2-deoxy-1,3-bis-O-",0.0129853441,2.2474860777,-0.669260578,1.6690751666,1.9791582669,0.1218928549,-0.0925015916,-0.2227233966,-0.1431771151,-0.2535164148,0.1346282893,-0.2684633912,0.0829564864,-0.424184403,-0.0675723408,-0.5504305014,-0.6312431698,-0.7076781765,-0.2392486129
D-Fructose,-0.6389534,-0.6328056,-0.6226712,-0.6707,-0.6474649,-0.6702054,-0.6167477,-0.6499563,-0.556709,-0.6695751,-0.6439084,-0.667395,-0.6003919,-0.5988912,-0.6051885,-0.592656,-0.6770912,-0.6201716,-0.5590836
D-Fucitol,-0.24496568,-0.2449193,-0.24493951,-0.24485081,-0.24498139,5.4483106,4.13473411,-0.24496379,-0.24493991,-0.24496201,-0.24497697,-0.24499061,4.71043554,-0.24504746,-0.24501378,-0.2449772,,-0.24495127,-0.24502239
"D-Isoleucine, N-acetyl-",,,,,,-0.057248669,-0.596305437,,,,,,-0.581004051,,,,,,
D-Leucylglycylglycine,1.487634293,-0.443568806,0.633757085,0.733936379,-0.445646283,0.65824018,-0.446268734,0.409135151,0.25015273,4.287238845,-0.445498365,0.030125121,0.223990433,0.283412958,2.299210476,0.149923713,-0.238425183,0.379429856,0.226160024
D-Mannose,1.72464824,,2.03655028,0.64421294,,1.10409704,,0.29146598,2.01815314,0.07621262,,0.20046141,-0.68107406,-0.45424224,1.27486872,-0.98945665,-0.35574343,0.91364827,0.93447367
D-Ornithine,-0.483049554,-0.48151823,-0.48218533,-0.479256721,-0.483568251,-0.483170788,-0.484182476,-0.482987105,-0.482198729,-0.482928241,-0.273868093,-0.483872549,-0.282387292,-0.456502039,-0.484637817,,-0.485215542,-0.482573617,-0.484922016
D-Proline,,,,,,,,,,,0.529427067,,-0.368406027,-0.162351166,,-0.368342721,,,
"D-Psicofuranose, pentakis",0.5900441875,,-0.3310278295,1.0520071939,1.1138158104,-1.2649461852,1.2346656925,,0.783575543,,-0.2388392293,0.1305874339,,-0.0080055237,0.2427021467,,-0.4323452821,0.0129628969,-1.2663625764
D-Ribose,-0.39423009,-0.39422624,-0.39422792,-0.39422056,-0.3942314,,-0.39423294,-0.39382542,-0.39422795,-0.39412786,-0.39423103,-0.39423216,-0.39423539,-0.39423688,-0.39423409,-0.39423105,-0.3174876,-0.3942289,
D-Threitol,,,,,,,,-0.65465373,,-0.65458082,,,,,,,-0.51972754,,
"D-Xylofuranose, 1,2,3,5-tetrakis-O-",,-0.39782941,-0.38799185,,-0.39790584,-0.39904022,,,-0.3831286,,-0.3894223,,-0.39904965,,-0.389023,-0.37968314,-0.39047216,,
Decanoic acid,0.6058324,1.0799792,1.2574179,,0.9849008,,0.8348817,0.7426331,0.7726452,0.8262401,0.9161164,0.7133393,,1.187878,0.6708311,0.9031586,0.4543658,0.7553745,0.4864907
Dehydronorketamine,5.112828654,-0.782555293,-0.144427856,-0.782296637,-0.782789761,0.268425577,1.001005323,2.334677835,0.665000189,0.496741908,0.039549844,2.211145458,0.301328789,1.507909192,0.550420058,2.698985313,0.713252104,2.122015164,2.878981316
Delorazepam,-0.204466348,,-0.40793809,,,0.009175568,0.033748075,-0.001991703,-0.021577945,-1.053671959,-0.302882756,-0.18484353,-0.231514464,-0.105930568,-0.117625044,-0.214827225,-0.370019934,-0.662991441,-0.338852951
Deoxycholic Acid,-0.265145438,0.437141527,-0.422655917,3.638749131,1.773727095,-0.098385317,-0.379416859,0.524067037,-0.008417962,,-0.08441449,-0.310707189,0.176372652,-0.139465264,-0.423781473,-0.212680213,0.119251651,1.279484167,-0.249586424
Desmosterol,0.8314166395,0.088732084,,2.7313198254,1.1045869077,0.2530650341,1.4972227581,-0.9681516477,-0.9240322017,-0.8364832898,0.1653856805,-0.5189826799,0.4178321249,0.5645879904,,-0.7507083014,0.2178421898,-0.7568784486,-0.9931043829
Dicyclohexylamine,-0.473997183,0.120764993,-0.411324655,-0.175302679,2.09088723,-0.567327422,-0.568072341,-0.393926909,0.167554114,-0.567148832,-0.567512605,-0.297055497,0.337857455,-0.112215133,0.000823356,3.248090193,-0.241028655,-0.566887718,-0.175465143
Dihydrouracil,-0.69451197,-0.63228903,-0.6761729,-0.63054681,-0.57429523,,,-0.64057605,-0.5691543,,,-0.66800697,-0.65821189,-0.6830896,-0.71484875,-0.65224005,-0.6844847,,-0.64926165
Dimethyl fumarate,-1.062886706,1.256698261,-0.490056816,-0.022675952,-0.374615486,-0.473014247,,-0.99357191,0.43222194,0.47847543,,0.254258676,0.329458456,-0.578131416,,0.843648722,0.204343984,0.826164366,0.412491574
"Dimethyl hexopyranosiduronate, alpha-D-",,-0.160440207,-0.790376753,-0.796652069,0.241320576,0.552192737,0.118235385,0.268827178,0.150841608,-0.640846215,0.610610553,-0.466353244,1.806881971,-0.158568383,0.019297557,-0.118286342,-0.713481354,-0.534416788,0.042134469
Dinoseb,1.0458967,1.28920415,0.21262448,1.73856105,0.82178581,-0.67138827,-0.45594148,0.64991056,0.01414848,0.68910645,0.64033281,0.61002176,-0.05088885,0.23534523,0.45183614,0.2708059,0.40531888,-0.60582491,0.01866492
Diphenyl ether,0.599650543,0.961198548,-0.02383419,1.713624964,0.373758594,0.095773561,0.205156643,0.410602036,0.151553343,0.610950968,0.006166951,0.132096156,-0.266673961,-0.16586033,0.267046878,0.002049556,0.018896561,0.297116417,-0.3108193
DL-Glyceraldehyde,-0.28517455,-0.2902643,-0.31324648,-0.26230215,-0.30721984,-0.33024815,-0.28070881,-0.30787954,-0.30339496,-0.29042708,-0.32137826,-0.3194901,-0.32526579,-0.31933659,-0.30193809,-0.31717314,-0.31419708,-0.31844407,-0.32916778
DL-Ornithine,-0.410741953,-0.454970533,-0.345628067,-0.426826794,-0.455288967,-0.322798939,-0.312518611,-0.448938945,-0.423289614,-0.439908615,-0.296162696,-0.425479366,-0.387014602,-0.375475399,-0.382205588,-0.407004682,-0.38023088,-0.389487771,-0.43790553
DL-Phenylalanine,-0.333652841,,-0.394267819,-0.379465757,,-0.277035033,-0.305478924,-0.460932328,-0.433240624,-0.483962891,-0.375273044,-0.485543955,-0.426260706,-0.418186036,-0.431793166,-0.452910782,-0.465589356,-0.392584039,-0.463900316
"DL-Proline, 5-oxo-",6.092774787,-0.396984502,0.09444551,3.310100406,3.193770368,0.636900522,-0.397173424,-0.39708866,-0.397032756,-0.397084486,-0.397119519,-0.077809285,-0.397242547,-0.397284571,-0.397205712,0.452156959,-0.397246679,4.36431395,-0.397225865
Dobutamine,-0.70494206,,1.34980483,-0.70177289,-0.70537547,0.43648937,,,,,,0.53511427,,,,1.78135406,,3.21426609,
Doconexent,,0.53878708,-0.56317052,,,-0.52740569,,,-0.357018,-0.20759769,-0.49032202,-0.25491229,-0.47237582,-0.46760627,-0.572859,-0.35737771,-0.32907847,-0.39564174,0.07827699
Docosyl octyl ether,-0.0153414,-0.41739541,-0.23236729,-0.5084734,-0.02613735,-0.42856136,-0.24938007,-0.39378649,-0.3685955,-0.2739976,-0.19487239,-0.17570608,-0.49216823,-0.49505351,-0.41837872,-0.47957585,-0.3145591,0.27194252,-0.36997297
Dodecanamide,-0.319995274,-0.316005961,-0.317743849,,-0.321346555,-0.320311107,-0.322946697,-0.319832585,-0.317778757,-0.319679238,-0.320966299,1.486480014,-0.325486197,-0.327030076,-0.324132923,-0.320986097,1.561705767,-0.318755393,-0.324873301
"Dodecanamide, N-(2-hydroxyethyl)-",,,,,,,,,,,,1.985711389,,,,,1.473159381,,
"Dodecane, 4,6-dimethyl-",0.1015033,,-0.1800406,,,-0.2056277,-0.3727241,-0.07457286,-0.1256019,-0.2519082,-0.3929057,-0.4065585,-0.3946936,-0.4033627,-0.412863,-0.4121921,-0.3938803,-0.3809353,-0.4022482
"Dodecanoic acid, 1-methylethyl ester",-0.919036545,1.658853087,-0.066951787,1.67050743,0.009401989,-0.123185327,0.53090581,-0.919033712,-0.918997944,0.560719954,-0.919053456,-0.919073883,-0.91913217,0.326973461,-0.917579837,-0.9190538,0.373438283,-0.752160111,-0.919121497
